UDI,Product ID,Type,Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,rpm_boxcox,power,temp_diff 
2876,M17735,M,300.5,309.4,23.8,31,0,0,0,0,0,0,0.31595430692098686,7.519712504719488,8.899999999999977
2877,M17736,M,300.5,309.3,30.5,34,0,0,0,0,0,0,0.31595430691093107,9.636606360783398,8.800000000000011
2878,M17737,M,300.5,309.4,32.1,37,0,0,0,0,0,0,0.31595430691426146,10.142133251947794,8.899999999999977
2879,H32292,H,300.5,309.4,34.3,40,0,0,0,0,0,0,0.3159543069069084,10.837232726906958,8.899999999999977
2880,M17739,M,300.6,309.4,63.2,45,1,0,0,1,0,0,0.315954306897252,19.96831219590633,8.799999999999955
2881,L50060,L,300.7,309.5,37.2,48,0,0,0,0,0,0,0.3159543069090757,11.753500217017617,8.800000000000011
2882,M17741,M,300.6,309.6,37.0,50,0,0,0,0,0,0,0.3159543069114021,11.690309355721878,9.0
2883,L50062,L,300.6,309.6,32.8,53,0,0,0,0,0,0,0.31595430691535614,10.363301266823681,9.0
2884,L50063,L,300.6,309.5,40.0,55,0,0,0,0,0,0,0.3159543069027288,12.638172276109152,8.899999999999977
2885,L50064,L,300.6,309.6,42.4,57,0,0,0,0,0,0,0.3159543069006734,13.396462612588552,9.0
2886,M17745,M,300.5,309.5,49.9,59,0,0,0,0,0,0,0.31595430689286597,15.766119913954011,9.0
2887,H32300,H,300.5,309.5,34.2,62,0,0,0,0,0,0,0.3159543069134586,10.805637296440285,9.0
2888,M17747,M,300.5,309.5,27.6,67,0,0,0,0,0,0,0.31595430691560883,8.720338870870805,9.0
2889,M17748,M,300.6,309.6,50.0,70,0,0,0,0,0,0,0.31595430689707804,15.797715344853902,9.0
2890,M17749,M,300.7,309.7,38.2,73,0,0,0,0,0,0,0.3159543069081041,12.069454523889577,9.0
2891,L50070,L,300.6,309.7,32.4,76,0,0,0,0,0,0,0.31595430691163295,10.236919543936907,9.099999999999966
2892,L50071,L,300.6,309.6,30.7,78,0,0,0,0,0,0,0.3159543069152832,9.699797222299194,9.0
2893,L50072,L,300.7,309.6,54.3,80,0,0,0,0,0,0,0.3159543068937562,17.15631886433096,8.900000000000034
2894,M17753,M,300.7,309.6,35.2,82,0,0,0,0,0,0,0.3159543069104475,11.121591603247753,8.900000000000034
2895,L50074,L,300.7,309.6,24.8,85,0,0,0,0,0,0,0.3159543069170372,7.835666811542523,8.900000000000034
2896,M17755,M,300.7,309.6,48.1,87,0,0,0,0,0,0,0.3159543069051383,15.197402162137154,8.900000000000034
2897,M17756,M,300.7,309.5,31.3,90,0,0,0,0,0,0,0.31595430691337606,9.889369806388672,8.800000000000011
2898,M17757,M,300.6,309.5,40.2,93,0,0,0,0,0,0,0.31595430690848764,12.701363137721204,8.899999999999977
2899,M17758,M,300.6,309.5,40.2,96,0,0,0,0,0,0,0.31595430690954407,12.701363137763673,8.899999999999977
2900,L50079,L,300.6,309.4,40.6,99,0,0,0,0,0,0,0.31595430690074977,12.82774486017044,8.799999999999955
2901,L50080,L,300.5,309.3,33.5,101,0,0,0,0,0,0,0.3159543069107392,10.584469281509763,8.800000000000011
2902,L50081,L,300.6,309.4,40.3,103,0,0,0,0,0,0,0.3159543069018685,12.7329585681453,8.799999999999955
2903,M17762,M,300.6,309.4,35.2,105,0,0,0,0,0,0,0.3159543069090757,11.121591603199466,8.799999999999955
2904,M17763,M,300.7,309.5,26.7,108,0,0,0,0,0,0,0.3159543069170372,8.435979994684892,8.800000000000011
2905,L50084,L,300.6,309.4,13.5,111,0,0,0,0,0,0,0.3159543069291563,4.265383143543611,8.799999999999955
2906,L50085,L,300.6,309.4,36.4,113,0,0,0,0,0,0,0.31595430690964665,11.500736771511137,8.799999999999955
2907,L50086,L,300.6,309.3,38.7,115,0,0,0,0,0,0,0.3159543069006734,12.22743167705606,8.699999999999989
2908,M17767,M,300.6,309.4,35.7,117,0,0,0,0,0,0,0.3159543069110737,11.27956875672533,8.799999999999955
2909,L50088,L,300.7,309.5,59.9,120,0,0,0,0,0,0,0.3159543068851172,18.925662982418523,8.800000000000011
2910,L50089,L,300.7,309.6,44.1,122,0,0,0,0,0,0,0.3159543069067909,13.933584934589478,8.900000000000034
2911,L50090,L,300.6,309.5,38.8,124,0,0,0,0,0,0,0.31595430691083537,12.259027108140412,8.899999999999977
2912,M17771,M,300.7,309.5,44.0,126,0,0,0,0,0,0,0.31595430689592086,13.901989503420518,8.800000000000011
2913,L50092,L,300.7,309.6,30.3,129,0,0,0,0,0,0,0.3159543069144945,9.573415499509183,8.900000000000034
2914,L50093,L,300.7,309.6,34.6,131,0,0,0,0,0,0,0.3159543069090757,10.932019019054021,8.900000000000034
2915,H32328,H,300.6,309.6,20.5,133,0,0,0,0,0,0,0.3159543069212387,6.477063291885393,9.0
2916,L50095,L,300.5,309.5,62.1,138,0,0,0,0,0,0,0.31595430688561565,19.620762457596733,9.0
2917,L50096,L,300.6,309.6,41.6,140,0,0,0,0,0,0,0.3159543069008259,13.143699167074358,9.0
2918,L50097,L,300.6,309.5,39.0,142,0,0,0,0,0,0,0.31595430690771314,12.322217969400812,8.899999999999977
2919,M17778,M,300.6,309.5,34.0,144,0,0,0,0,0,0,0.31595430690631415,10.742446434814681,8.899999999999977
2920,L50099,L,300.6,309.6,30.0,147,0,0,0,0,0,0,0.31595430691680915,9.478629207504275,9.0
2921,L50100,L,300.7,309.7,33.7,149,0,0,0,0,0,0,0.3159543069118608,10.64766014292971,9.0
2922,L50101,L,300.8,309.8,31.1,151,0,0,0,0,0,0,0.3159543069143395,9.82617894503596,9.0
2923,L50102,L,300.8,309.7,38.1,153,0,0,0,0,0,0,0.315954306905641,12.037859093104924,8.899999999999977
2924,M17783,M,300.7,309.7,51.3,155,0,0,0,0,0,0,0.31595430689973936,16.20845594395663,9.0
2925,L50104,L,300.8,309.7,44.3,158,0,0,0,0,0,0,0.3159543069043625,13.996775795863257,8.899999999999977
2926,M17785,M,300.7,309.6,51.1,160,0,0,0,0,0,0,0.31595430689901655,16.145265082539748,8.900000000000034
2927,L50106,L,300.7,309.7,52.4,163,0,0,0,0,0,0,0.3159543069071994,16.556005681937247,9.0
2928,M17787,M,300.7,309.6,49.8,165,0,0,0,0,0,0,0.31595430690157494,15.734524483698431,8.900000000000034
2929,M17788,M,300.8,309.7,54.9,168,0,0,0,0,0,0,0.3159543068859852,17.345891448040586,8.899999999999977
2930,M17789,M,300.8,309.7,39.0,171,0,0,0,0,0,0,0.3159543069057031,12.32221796932242,8.899999999999977
2931,H32344,H,300.7,309.6,51.3,174,0,0,0,0,0,0,0.31595430690021054,16.2084559439808,8.900000000000034
2932,L50111,L,300.8,309.7,45.4,179,0,0,0,0,0,0,0.31595430689776766,14.344325533158651,8.899999999999977
2933,L50112,L,300.9,309.7,42.1,181,0,0,0,0,0,0,0.31595430690429666,13.30167632067089,8.800000000000011
2934,M17793,M,300.8,309.7,27.9,183,0,0,0,0,0,0,0.3159543069176064,8.815125163001218,8.899999999999977
2935,M17794,M,300.8,309.6,42.3,186,0,0,0,0,0,0,0.3159543069093373,13.364867182264966,8.800000000000011
2936,M17795,M,300.8,309.7,28.2,189,0,0,0,0,0,0,0.31595430691520987,8.909911455008919,8.899999999999977
2937,M17796,M,300.9,309.7,48.8,192,0,0,0,0,0,0,0.31595430689950055,15.418570176695626,8.800000000000011
2938,L50117,L,300.7,309.6,26.0,195,0,0,0,0,0,0,0.3159543069193113,8.214811979902095,8.900000000000034
2939,L50118,L,300.7,309.5,34.5,197,0,0,0,0,0,0,0.3159543069055164,10.900423588240315,8.800000000000011
2940,L50119,L,300.9,309.7,41.4,199,0,0,0,0,0,0,0.3159543069023024,13.08050830575532,8.800000000000011
2941,L50120,L,300.9,309.7,14.4,201,0,0,0,0,0,0,0.315954306928029,4.549742019763618,8.800000000000011
2942,M17801,M,300.7,309.6,19.8,203,1,1,0,0,0,0,0.31595430692341686,6.2558952770836544,8.900000000000034
2943,L50122,L,300.7,309.5,49.9,0,0,0,0,0,0,0,0.3159543069043625,15.766119914527687,8.800000000000011
2944,H32357,H,300.7,309.5,19.7,2,0,0,0,0,0,0,0.315954306923612,6.224299846395156,8.800000000000011
2945,L50124,L,300.7,309.6,34.9,7,0,0,0,0,0,0,0.3159543069070835,11.026805311057213,8.900000000000034
2946,H32359,H,300.7,309.6,20.5,9,0,0,0,0,0,0,0.31595430692204257,6.477063291901873,8.900000000000034
2947,M17806,M,300.7,309.5,30.5,14,0,0,0,0,0,0,0.3159543069129145,9.636606360843892,8.800000000000011
2948,L50127,L,300.7,309.5,29.0,17,0,0,0,0,0,0,0.315954306911587,9.162674900436024,8.800000000000011
2949,L50128,L,300.7,309.5,24.5,19,0,0,0,0,0,0,0.31595430692034193,7.740880519548377,8.800000000000011
2950,M17809,M,300.7,309.5,48.7,21,0,0,0,0,0,0,0.3159543069049468,15.38697474627091,8.800000000000011
2951,M17810,M,300.7,309.5,46.4,24,0,0,0,0,0,0,0.31595430690328596,14.660279840312468,8.800000000000011
2952,L50131,L,300.7,309.5,31.1,27,0,0,0,0,0,0,0.31595430691539256,9.826178945068708,8.800000000000011
2953,H32366,H,300.7,309.5,30.5,29,0,0,0,0,0,0,0.31595430691472404,9.636606360899084,8.800000000000011
2954,L50133,L,300.7,309.5,35.4,34,0,0,0,0,0,0,0.31595430691093107,11.18478246464696,8.800000000000011
2955,H32368,H,300.6,309.4,28.0,36,0,0,0,0,0,0,0.31595430691560883,8.846720593637047,8.799999999999955
2956,M17815,M,300.7,309.5,43.8,41,0,0,0,0,0,0,0.3159543069028693,13.838798642345674,8.800000000000011
2957,M17816,M,300.8,309.6,38.7,44,0,0,0,0,0,0,0.31595430690028825,12.227431677041157,8.800000000000011
2958,L50137,L,300.8,309.6,45.8,47,0,0,0,0,0,0,0.3159543069066727,14.470707256325609,8.800000000000011
2959,M17818,M,300.8,309.5,44.5,49,0,0,0,0,0,0,0.315954306905641,14.059966657301025,8.699999999999989
2960,M17819,M,300.7,309.4,35.0,52,0,0,0,0,0,0,0.3159543069114485,11.058400741900698,8.699999999999989
2961,L50140,L,300.7,309.5,44.3,55,0,0,0,0,0,0,0.31595430690475373,13.99677579588059,8.800000000000011
2962,L50141,L,300.6,309.4,32.8,57,0,0,0,0,0,0,0.31595430691422227,10.36330126678649,8.799999999999955
2963,L50142,L,300.7,309.5,39.9,59,0,0,0,0,0,0,0.3159543069072571,12.606576845599559,8.800000000000011
2964,M17823,M,300.7,309.6,43.0,61,0,0,0,0,0,0,0.3159543069028693,13.58603519682338,8.900000000000034
2965,L50144,L,300.7,309.5,30.3,64,0,0,0,0,0,0,0.3159543069156446,9.573415499544032,8.800000000000011
2966,M17825,M,300.7,309.5,24.9,66,0,0,0,0,0,0,0.31595430692004256,7.867262242309059,8.800000000000011
2967,L50146,L,300.6,309.3,40.2,69,0,0,0,0,0,0,0.31595430691199616,12.701363137862247,8.699999999999989
2968,L50147,L,300.6,309.4,51.6,71,0,0,0,0,0,0,0.31595430689742493,16.303242235907128,8.799999999999955
2969,M17828,M,300.6,309.4,45.2,73,0,0,0,0,0,0,0.31595430689205317,14.281134671520805,8.799999999999955
2970,L50149,L,300.6,309.4,44.1,76,0,0,0,0,0,0,0.31595430690481824,13.933584934502484,8.799999999999955
2971,M17830,M,300.6,309.4,39.4,78,0,0,0,0,0,0,0.315954306903763,12.448599692008262,8.799999999999955
2972,M17831,M,300.7,309.5,43.9,81,0,0,0,0,0,0,0.3159543068994205,13.87039407288456,8.800000000000011
2973,M17832,M,300.6,309.4,44.2,84,0,0,0,0,0,0,0.31595430690237397,13.96518036508493,8.799999999999955
2974,M17833,M,300.6,309.3,46.0,87,0,0,0,0,0,0,0.3159543069073721,14.533898117739115,8.699999999999989
2975,M17834,M,300.6,309.4,37.2,90,0,0,0,0,0,0,0.31595430690799314,11.753500216977345,8.799999999999955
2976,H32389,H,300.5,309.4,46.2,93,0,0,0,0,0,0,0.3159543068966384,14.597088978624695,8.899999999999977
2977,M17836,M,300.5,309.3,25.5,98,0,0,0,0,0,0,0.3159543069210792,8.056834826487519,8.800000000000011
2978,L50157,L,300.4,309.3,50.3,101,0,0,0,0,0,0,0.3159543069009775,15.892501637119166,8.900000000000034
2979,H32392,H,300.5,309.4,36.2,103,0,0,0,0,0,0,0.31595430691374427,11.437545910277544,8.899999999999977
2980,L50159,L,300.5,309.5,38.5,108,0,0,0,0,0,0,0.3159543069091283,12.164240816001438,9.0
2981,L50160,L,300.4,309.5,39.3,110,0,0,0,0,0,0,0.31595430690342324,12.417004261304532,9.100000000000023
2982,H32395,H,300.4,309.4,40.4,112,0,0,0,0,0,0,0.31595430690848764,12.7645539991029,9.0
2983,L50162,L,300.5,309.5,27.7,117,0,0,0,0,0,0,0.31595430691889986,8.751934301653526,9.0
2984,L50163,L,300.6,309.6,57.4,119,0,0,0,0,0,0,0.3159543068897082,18.13577721546925,9.0
2985,L50164,L,300.6,309.7,30.4,121,0,0,0,0,0,0,0.3159543069136225,9.605010930174123,9.099999999999966
2986,L50165,L,300.7,309.8,31.5,123,0,0,0,0,0,0,0.31595430691177007,9.952560667720757,9.100000000000023
2987,L50166,L,300.6,309.8,48.0,125,0,0,0,0,0,0,0.31595430690396453,15.165806731390298,9.199999999999989
2988,M17847,M,300.6,309.8,28.9,127,0,0,0,0,0,0,0.3159543069144172,9.131079469826657,9.199999999999989
2989,M17848,M,300.6,309.8,42.5,130,0,0,0,0,0,0,0.31595430690859583,13.428058043615323,9.199999999999989
2990,L50169,L,300.6,309.8,42.4,133,0,0,0,0,0,0,0.3159543069069084,13.396462612852917,9.199999999999989
2991,L50170,L,300.6,309.8,28.6,135,0,0,0,0,0,0,0.3159543069155011,9.036293177783332,9.199999999999989
2992,M17851,M,300.5,309.7,50.9,137,0,0,0,0,0,0,0.31595430689490484,16.082074220950656,9.199999999999989
2993,M17852,M,300.5,309.7,29.4,140,0,0,0,0,0,0,0.31595430691539256,9.289056623312542,9.199999999999989
2994,M17853,M,300.5,309.8,55.9,143,0,0,0,0,0,0,0.315954306897511,17.661845755570862,9.300000000000011
2995,L50174,L,300.5,309.8,52.5,146,0,0,0,0,0,0,0.3159543069043625,16.58760111247903,9.300000000000011
2996,L50175,L,300.5,309.8,37.4,148,0,0,0,0,0,0,0.31595430690954407,11.816691078416948,9.300000000000011
2997,M17856,M,300.5,309.8,37.8,150,0,0,0,0,0,0,0.3159543069072571,11.943072801094319,9.300000000000011
2998,L50177,L,300.5,309.8,62.7,153,0,0,0,0,0,0,0.3159543068952783,19.81033504233395,9.300000000000011
2999,L50178,L,300.5,309.7,34.5,155,0,0,0,0,0,0,0.3159543069126572,10.900423588486673,9.199999999999989
3000,L50179,L,300.5,309.7,61.0,157,0,0,0,0,0,0,0.31595430689958043,19.273212720874405,9.199999999999989
3001,H32414,H,300.5,309.8,72.8,159,1,0,0,1,0,0,0.3159543068932647,23.001473541829668,9.300000000000011
3002,L50181,L,300.5,309.8,43.9,164,0,0,0,0,0,0,0.31595430690328596,13.870394073054253,9.300000000000011
3003,M17862,M,300.5,309.8,38.9,166,0,0,0,0,0,0,0.3159543069097994,12.290622538791197,9.300000000000011
3004,M17863,M,300.6,309.9,42.4,169,0,0,0,0,0,0,0.31595430690355975,13.396462612710932,9.299999999999955
3005,M17864,M,300.5,309.9,53.2,172,0,0,0,0,0,0,0.31595430690468895,16.80876912732945,9.399999999999977
3006,L50185,L,300.5,309.9,37.4,175,0,0,0,0,0,0,0.3159543069069669,11.816691078320561,9.399999999999977
3007,L50186,L,300.4,309.7,35.7,177,0,0,0,0,0,0,0.3159543069060718,11.279568756546764,9.300000000000011
3008,L50187,L,300.4,309.7,50.2,179,0,0,0,0,0,0,0.3159543068922583,15.860906205991366,9.300000000000011
3009,M17868,M,300.4,309.7,38.0,181,0,0,0,0,0,0,0.31595430690938925,12.006263662556792,9.300000000000011
3010,M17869,M,300.4,309.7,39.8,184,0,0,0,0,0,0,0.31595430690468895,12.574981414806619,9.300000000000011
3011,L50190,L,300.3,309.6,37.1,187,0,0,0,0,0,0,0.3159543069088639,11.72190478631885,9.300000000000011
3012,M17871,M,300.2,309.5,51.5,189,0,0,0,0,0,0,0.3159543069025165,16.2716468054796,9.300000000000011
3013,L50192,L,300.4,309.6,44.7,192,0,0,0,0,0,0,0.31595430690237397,14.123157518536118,9.200000000000045
3014,L50193,L,300.5,309.6,48.4,194,0,0,0,0,0,0,0.31595430689917886,15.292188453920257,9.100000000000023
3015,L50194,L,300.5,309.7,42.8,196,0,0,0,0,0,0,0.3159543069110263,13.522844335791923,9.199999999999989
3016,L50195,L,300.5,309.7,30.5,198,0,0,0,0,0,0,0.3159543069114485,9.63660636079918,9.199999999999989
3017,L50196,L,300.5,309.8,48.8,200,0,0,0,0,0,0,0.31595430690300896,15.418570176866837,9.300000000000011
3018,L50197,L,300.5,309.8,51.7,202,0,0,0,0,0,0,0.31595430689132487,16.334837666281498,9.300000000000011
3019,M17878,M,300.5,309.8,35.9,204,0,0,0,0,0,0,0.31595430691034926,11.342759618081537,9.300000000000011
3020,L50199,L,300.5,309.8,54.2,207,1,0,0,0,1,0,0.315954306898274,17.12472343388645,9.300000000000011
3021,L50200,L,300.4,309.6,38.1,209,0,0,0,0,0,0,0.3159543069091808,12.037859093239788,9.200000000000045
3022,L50201,L,300.5,309.8,49.6,211,0,0,0,0,0,0,0.31595430690157494,15.671333622318118,9.300000000000011
3023,L50202,L,300.5,309.6,30.6,213,0,0,0,0,0,0,0.31595430691788196,9.668201791687189,9.100000000000023
3024,L50203,L,300.4,309.5,29.2,215,0,0,0,0,0,0,0.3159543069163072,9.22586576195617,9.100000000000023
3025,L50204,L,300.5,309.6,41.6,217,0,0,0,0,0,0,0.315954306904624,13.14369916723236,9.100000000000023
3026,L50205,L,300.5,309.6,50.2,219,0,0,0,0,0,0,0.31595430689716514,15.86090620623769,9.100000000000023
3027,M17886,M,300.4,309.5,21.9,221,0,0,0,0,0,0,0.3159543069212387,6.919399321575128,9.100000000000023
3028,L50207,L,300.5,309.5,23.6,0,0,0,0,0,0,0,0.3159543069183868,7.456521643273929,9.0
3029,L50208,L,300.5,309.5,55.6,2,0,0,0,0,0,0,0.315954306898274,17.567059463544034,9.0
3030,L50209,L,300.4,309.5,51.3,4,0,0,0,0,0,0,0.3159543069082144,16.2084559443914,9.100000000000023
3031,M17890,M,300.4,309.6,34.0,6,0,0,0,0,0,0,0.3159543069102009,10.74244643494683,9.200000000000045
3032,M17891,M,300.5,309.7,43.3,9,0,0,0,0,0,0,0.3159543068990978,13.680821488730935,9.199999999999989
3033,M17892,M,300.6,309.8,42.9,12,0,0,0,0,0,0,0.31595430690342324,13.554439766156857,9.199999999999989
3034,M17893,M,300.6,309.7,22.8,15,0,0,0,0,0,0,0.3159543069222285,7.20375819782681,9.099999999999966
3035,H32448,H,300.6,309.7,43.8,18,0,0,0,0,0,0,0.3159543069049468,13.83879864243667,9.099999999999966
3036,M17895,M,300.6,309.7,42.6,23,0,0,0,0,0,0,0.31595430690208637,13.45965347402888,9.099999999999966
3037,L50216,L,300.4,309.6,48.1,26,0,0,0,0,0,0,0.3159543068927655,15.197402161542021,9.200000000000045
3038,L50217,L,300.5,309.7,24.3,28,0,0,0,0,0,0,0.31595430692121607,7.6776896581855505,9.199999999999989
3039,L50218,L,300.4,309.5,50.4,30,0,0,0,0,0,0,0.31595430689564713,15.924097067540615,9.100000000000023
3040,M17899,M,300.3,309.5,31.4,32,0,0,0,0,0,0,0.31595430691464793,9.920965237119944,9.199999999999989
3041,L50220,L,300.3,309.5,38.7,35,0,0,0,0,0,0,0.31595430690520176,12.227431677231309,9.199999999999989
3042,L50221,L,300.4,309.5,38.9,37,0,0,0,0,0,0,0.3159543069091808,12.290622538767133,9.100000000000023
3043,M17902,M,300.2,309.4,43.9,39,0,0,0,0,0,0,0.3159543069042306,13.870394073095722,9.199999999999989
3044,L50223,L,300.3,309.5,37.9,42,0,0,0,0,0,0,0.3159543069095954,11.974668231873666,9.199999999999989
3045,L50224,L,300.2,309.4,21.4,44,0,0,0,0,0,0,0.31595430692314347,6.76142216815527,9.199999999999989
3046,L50225,L,300.2,309.4,35.3,46,0,0,0,0,0,0,0.31595430690826937,11.153187033861908,9.199999999999989
3047,M17906,M,300.2,309.4,40.0,48,0,0,0,0,0,0,0.3159543069068497,12.63817227627399,9.199999999999989
3048,L50227,L,300.2,309.4,38.3,51,0,0,0,0,0,0,0.31595430690995097,12.10104995465112,9.199999999999989
3049,L50228,L,300.2,309.3,43.2,53,0,0,0,0,0,0,0.31595430690859583,13.64922605845134,9.100000000000023
3050,L50229,L,300.1,309.2,55.9,55,0,0,0,0,0,0,0.31595430689346227,17.66184575534454,9.099999999999966
3051,L50230,L,300.2,309.2,51.3,57,0,0,0,0,0,0,0.3159543069023024,16.20845594408811,9.0
3052,L50231,L,300.2,309.3,49.3,59,0,0,0,0,0,0,0.31595430689716514,15.576547330030241,9.100000000000023
3053,L50232,L,300.1,309.2,42.5,61,0,0,0,0,0,0,0.31595430690157494,13.428058043316936,9.099999999999966
3054,H32467,H,300.2,309.3,35.6,63,0,0,0,0,0,0,0.31595430690714155,11.24797332589424,9.100000000000023
3055,H32468,H,300.2,309.3,48.7,68,0,0,0,0,0,0,0.31595430689499865,15.386974745786436,9.100000000000023
3056,L50235,L,300.1,309.2,37.6,73,0,0,0,0,0,0,0.3159543069020139,11.879881939515725,9.099999999999966
3057,L50236,L,300.2,309.2,29.9,75,0,0,0,0,0,0,0.31595430691472404,9.447033776750247,9.0
3058,L50237,L,300.1,309.1,46.7,77,0,0,0,0,0,0,0.315954306899976,14.75506613222888,9.0
3059,L50238,L,300.0,309.0,32.1,79,0,0,0,0,0,0,0.3159543069162389,10.142133252011268,9.0
3060,M17919,M,300.0,309.0,45.8,81,0,0,0,0,0,0,0.3159543068973386,14.470707255898107,9.0
3061,L50240,L,300.0,309.1,23.8,84,0,0,0,0,0,0,0.3159543069211021,7.51971250472223,9.100000000000023
3062,L50241,L,300.1,309.1,58.7,86,0,0,0,0,0,0,0.31595430689601145,18.546517814795873,9.0
3063,L50242,L,299.9,309.0,40.0,88,0,0,0,0,0,0,0.31595430690969767,12.638172276387907,9.100000000000023
3064,L50243,L,300.0,309.1,45.4,90,0,0,0,0,0,0,0.3159543069023024,14.344325533364529,9.100000000000023
3065,M17924,M,300.1,309.1,30.4,92,0,0,0,0,0,0,0.3159543069169724,9.605010930275961,9.0
3066,M17925,M,300.1,309.2,27.7,95,0,0,0,0,0,1,0.315954306915465,8.75193430155838,9.099999999999966
3067,M17926,M,300.1,309.2,44.3,98,0,0,0,0,0,0,0.315954306904098,13.996775795851539,9.099999999999966
3068,L50247,L,300.1,309.2,37.0,101,0,0,0,0,0,0,0.31595430690864973,11.69030935562004,9.099999999999966
3069,H32482,H,300.0,309.0,31.8,103,0,0,0,0,0,0,0.3159543069129145,10.047346959830682,9.0
3070,L50249,L,300.0,309.1,28.2,108,0,0,0,0,0,0,0.3159543069187877,8.909911455109812,9.100000000000023
3071,L50250,L,300.0,309.1,28.3,110,0,0,0,0,0,0,0.3159543069132931,8.941506885646195,9.100000000000023
3072,L50251,L,300.0,309.0,16.9,112,0,0,0,0,0,0,0.31595430692609766,5.33962778705105,9.0
3073,L50252,L,300.1,309.0,58.2,114,0,0,0,0,0,0,0.3159543068922583,18.388540661129433,8.899999999999977
3074,L50253,L,300.1,309.1,46.9,116,0,0,0,0,0,0,0.31595430690545384,14.818256993865784,9.0
3075,L50254,L,300.1,309.2,27.3,118,0,0,0,0,0,0,0.3159543069185602,8.625552578876693,9.099999999999966
3076,M17935,M,300.1,309.2,46.1,120,0,0,0,0,0,0,0.31595430689877124,14.565493548033354,9.099999999999966
3077,L50256,L,300.0,309.2,43.6,123,0,0,0,0,0,0,0.31595430690321696,13.77560778098026,9.199999999999989
3078,L50257,L,300.1,309.3,23.0,125,0,0,0,0,0,0,0.31595430692011817,7.266949059162718,9.199999999999989
3079,M17938,M,300.1,309.4,56.2,127,0,0,0,0,0,0,0.31595430689564713,17.75663204753537,9.299999999999955
3080,L50259,L,300.1,309.3,56.0,130,0,0,0,0,0,0,0.31595430689481074,17.693441186109403,9.199999999999989
3081,M17940,M,299.9,309.2,43.2,132,0,0,0,0,0,0,0.3159543069089701,13.649226058467509,9.300000000000011
3082,M17941,M,300.0,309.3,21.8,135,0,0,0,0,0,0,0.31595430692218746,6.887803890903687,9.300000000000011
3083,M17942,M,300.0,309.3,43.9,138,0,0,0,0,0,0,0.31595430690052007,13.87039407293283,9.300000000000011
3084,L50263,L,300.1,309.3,28.5,141,0,0,0,0,0,0,0.31595430691634124,9.004697747115726,9.199999999999989
3085,H32498,H,300.1,309.4,55.2,143,0,0,0,0,0,0,0.3159543068937562,17.440677740535342,9.299999999999955
3086,L50265,L,300.1,309.2,42.9,148,0,0,0,0,0,0,0.31595430690300896,13.554439766139085,9.099999999999966
3087,L50266,L,300.0,309.2,32.1,150,0,0,0,0,0,0,0.31595430691239584,10.142133251887907,9.199999999999989
3088,M17947,M,300.0,309.1,45.2,152,0,0,0,0,0,0,0.31595430690520176,14.28113467211512,9.100000000000023
3089,M17948,M,300.0,309.1,30.8,155,0,0,0,0,0,0,0.31595430691299936,9.73139265292038,9.100000000000023
3090,H32503,H,300.1,309.3,38.2,158,0,0,0,0,0,0,0.31595430690793747,12.069454523883213,9.199999999999989
3091,H32504,H,300.1,309.3,45.8,163,0,0,0,0,0,0,0.3159543069034916,14.470707256179914,9.199999999999989
3092,L50271,L,300.0,309.3,29.7,168,0,0,0,0,0,0,0.31595430690995097,9.383842915225543,9.300000000000011
3093,M17952,M,300.0,309.3,16.3,170,0,0,0,0,0,0,0.3159543069274382,5.150055202917243,9.300000000000011
3094,L50273,L,300.0,309.3,51.2,173,0,0,0,0,0,0,0.31595430689973936,16.176860513266657,9.300000000000011
3095,L50274,L,300.0,309.3,22.0,175,0,0,0,0,0,0,0.31595430692297527,6.950994752305456,9.300000000000011
3096,M17955,M,299.9,309.2,36.5,177,0,0,0,0,0,0,0.3159543069107392,11.532332202241982,9.300000000000011
3097,L50276,L,299.9,309.2,38.9,180,0,0,0,0,0,0,0.3159543069100514,12.290622538801,9.300000000000011
3098,M17957,M,299.9,309.2,49.8,182,0,0,0,0,0,0,0.31595430689601145,15.73452448342137,9.300000000000011
3099,M17958,M,299.9,309.2,51.2,185,0,0,0,0,0,0,0.3159543068990978,16.17686051323381,9.300000000000011
3100,M17959,M,299.9,309.1,43.8,188,0,0,0,0,0,0,0.31595430690754334,13.838798642550397,9.200000000000045
3101,L50280,L,299.8,309.1,42.1,191,0,0,0,0,0,0,0.31595430691093107,13.301676320950198,9.300000000000011
3102,H32515,H,299.8,309.0,37.3,193,0,0,0,0,0,0,0.31595430690475373,11.785095647547314,9.199999999999989
3103,L50282,L,299.9,309.1,48.3,198,0,0,0,0,0,0,0.3159543069009018,15.260593023313557,9.200000000000045
3104,L50283,L,299.8,309.1,30.3,200,0,0,0,0,0,0,0.315954306914762,9.573415499517289,9.300000000000011
3105,M17964,M,299.8,309.2,29.8,202,0,0,0,0,0,0,0.3159543069151361,9.415438346071056,9.399999999999977
3106,L50285,L,299.8,309.1,35.4,205,0,0,0,0,0,0,0.3159543069124834,11.184782464701911,9.300000000000011
3107,L50286,L,299.8,309.1,39.9,207,0,0,0,0,0,0,0.3159543069058882,12.60657684554494,9.300000000000011
3108,M17967,M,299.8,309.1,39.4,209,0,0,0,0,0,0,0.31595430690403137,12.448599692018835,9.300000000000011
3109,L50288,L,299.8,309.2,38.7,212,0,0,0,0,0,0,0.3159543069070253,12.22743167730188,9.399999999999977
